Время[c],Напряжение[В]
0.3122,1.1904
0.3128,1.1904
0.3133,1.1904
0.3138,1.1904
0.3143,1.1954
0.3149,1.1904
0.3154,1.1954
0.3159,1.1904
0.3164,1.1904
0.3169,1.1904
0.3175,1.1904
0.3180,1.1853
0.3185,1.1904
0.3190,1.1954
0.3196,1.1904
0.3201,1.1904
0.3206,1.1904
0.3211,1.1904
0.3217,1.1904
0.3222,1.1904
0.3227,1.1904
0.3232,1.1904
0.3238,1.1904
0.3243,1.1954
0.3248,1.1954
0.3253,1.1904
0.3259,1.1853
0.3264,1.1853
0.3269,1.1853
0.3274,1.1904
0.3280,1.1904
0.3285,1.1904
0.3290,1.1954
0.3295,1.1904
0.3300,1.1904
0.3306,1.1954
0.3311,1.1904
0.3316,1.1904
0.3321,1.1904
0.3327,1.1904
0.3332,1.1904
0.3337,1.1904
0.3342,1.1853
0.3348,1.1904
0.3353,1.1904
0.3358,1.1904
0.3363,1.1853
0.3368,1.1853
0.3374,1.1904
0.3379,1.1904
0.3384,1.1853
0.3389,1.1904
0.3395,1.1904
0.3400,1.1853
0.3405,1.1853
0.3410,1.1954
0.3416,1.1904
0.3421,1.1853
0.3426,1.1904
0.3431,1.1904
0.3437,1.1853
0.3442,1.1853
0.3447,1.1904
0.3452,1.1904
0.3457,1.1904
0.3463,1.1904
0.3468,1.1853
0.3473,1.1904
0.3478,1.1904
0.3484,1.1904
0.3489,1.1904
0.3494,1.1904
0.3499,1.1853
0.3505,1.1904
0.3510,1.1853
0.3515,1.1853
0.3520,1.1904
0.3525,1.1904
0.3531,1.1904
0.3536,1.1853
0.3541,1.1904
0.3546,1.1954
0.3552,1.1853
0.3557,1.1904
0.3562,1.1904
0.3567,1.1904
0.3573,1.1853
0.3578,1.1853
0.3583,1.1904
0.3588,1.1904
0.3593,1.1904
0.3599,1.1904
0.3604,1.1853
0.3609,1.1904
0.3614,1.1853
0.3620,1.1904
0.3625,1.1904
0.3630,1.1853
0.3635,1.1904
0.3641,1.1904
0.3646,1.1904
0.3651,1.1853
0.3656,1.1904
0.3661,1.1904
0.3667,1.1904
0.3672,1.1853
0.3677,1.1853
0.3682,1.1904
0.3688,1.1904
0.3693,1.1904
0.3698,1.1904
0.3703,1.1803
0.3709,1.1954
0.3714,1.1904
0.3719,1.1904
0.3724,1.1904
0.3730,1.1904
0.3735,1.1904
0.3740,1.1853
0.3745,1.1904
0.3750,1.1904
0.3756,1.1904
0.3761,1.1904
0.3766,1.1954
0.3771,1.1904
0.3777,1.1904
0.3782,1.1904
0.3787,1.1904
0.3792,1.1853
0.3798,1.1904
0.3803,1.1853
0.3808,1.1853
0.3813,1.1904
0.3818,1.1904
0.3824,1.1904
0.3829,1.1904
0.3834,1.1853
0.3839,1.1904
0.3845,1.1853
0.3850,1.1853
0.3855,1.1853
0.3860,1.1904
0.3866,1.1904
0.3871,1.1853
0.3876,1.1853
0.3881,1.1904
0.3886,1.1904
0.3892,1.1853
0.3897,1.1904
0.3902,1.1904
0.3907,1.1904
0.3913,1.1853
0.3918,1.1853
0.3923,1.1904
0.3928,1.1853
0.3934,1.1853
0.3939,1.1904
0.3944,1.1904
0.3949,1.1904
0.3954,1.1904
0.3960,1.1904
0.3965,1.1904
0.3970,1.1853
0.3975,1.1853
0.3981,1.1853
0.3986,1.1853
0.3991,1.1904
0.3996,1.1853
0.4002,1.1904
0.4007,1.1904
0.4012,1.1904
0.4017,1.1853
0.4022,1.1904
0.4028,1.1904
0.4033,1.1904
0.4038,1.1904
0.4043,1.1853
0.4049,1.1904
0.4054,1.1904
0.4059,1.1853
0.4064,1.1904
0.4070,1.1904
0.4075,1.1904
0.4080,1.1904
0.4085,1.1904
0.4091,1.1904
0.4096,1.1904
0.4101,1.1853
0.4106,1.1853
0.4111,1.1904
0.4117,1.1904
0.4122,1.1853
0.4127,1.1853
0.4132,1.1904
0.4138,1.1853
0.4143,1.1904
0.4148,1.1904
0.4153,1.1853
0.4159,1.1803
0.4164,1.1803
0.4169,1.1904
0.4174,1.1853
0.4180,1.1853
0.4185,1.1853
0.4190,1.1853
0.4195,1.1853
0.4200,1.1853
0.4206,1.1853
0.4211,1.1904
0.4216,1.1853
0.4221,1.1853
0.4227,1.1853
0.4232,1.1853
0.4237,1.1853
0.4242,1.1853
0.4248,1.1853
0.4253,1.1853
0.4258,1.1904
0.4263,1.1853
0.4269,1.1904
0.4274,1.1853
0.4279,1.1904
0.4284,1.1853
0.4289,1.1904
0.4295,1.1904
0.4300,1.1904
0.4305,1.1853
0.4310,1.1853
0.4316,1.1853
0.4321,1.1904
0.4326,1.1853
0.4331,1.1904
0.4337,1.1904
0.4342,1.1853
0.4347,1.1853
0.4352,1.1853
0.4358,1.1853
0.4363,1.1904
0.4368,1.1853
0.4373,1.1853
0.4378,1.1904
0.4384,1.1904
0.4389,1.1904
0.4394,1.1853
0.4399,1.1904
0.4405,1.1853
0.4410,1.1853
0.4415,1.1904
0.4420,1.1803
0.4426,1.1904
0.4431,1.1904
0.4436,1.1904
0.4441,1.1904
0.4446,1.1853
0.4452,1.1904
0.4457,1.1904
0.4462,1.1904
0.4467,1.1853
0.4473,1.1853
0.4478,1.1853
0.4483,1.1853
0.4488,1.1853
0.4494,1.1904
0.4499,1.1853
0.4504,1.1853
0.4509,1.1904
0.4514,1.1853
0.4520,1.1853
0.4525,1.1904
0.4530,1.1904
0.4535,1.1853
0.4541,1.1904
0.4546,1.1853
0.4551,1.1904
0.4556,1.1853
0.4562,1.1853
0.4567,1.1904
0.4572,1.1853
0.4577,1.1853
0.4583,1.1853
0.4588,1.1853
0.4593,1.1853
0.4598,1.1853
0.4603,1.1853
0.4609,1.1904
0.4614,1.1853
0.4619,1.1853
0.4624,1.1853
