Время[c],Напряжение[В]
0.2233,1.6242
0.2239,1.6242
0.2244,1.6242
0.2249,1.6242
0.2254,1.6242
0.2259,1.6242
0.2265,1.6242
0.2270,1.6191
0.2275,1.6242
0.2280,1.6191
0.2286,1.6242
0.2291,1.6242
0.2296,1.6242
0.2301,1.6242
0.2307,1.6191
0.2312,1.6191
0.2317,1.6191
0.2322,1.6191
0.2328,1.6242
0.2333,1.6242
0.2338,1.6191
0.2343,1.6191
0.2349,1.6191
0.2354,1.6191
0.2359,1.6242
0.2364,1.6242
0.2369,1.6242
0.2375,1.6242
0.2380,1.6191
0.2385,1.6191
0.2390,1.6141
0.2396,1.6191
0.2401,1.6242
0.2406,1.6242
0.2411,1.6242
0.2417,1.6242
0.2422,1.6242
0.2427,1.6242
0.2432,1.6242
0.2438,1.6191
0.2443,1.6242
0.2448,1.6242
0.2453,1.6242
0.2459,1.6242
0.2464,1.6191
0.2469,1.6191
0.2474,1.6292
0.2480,1.6242
0.2485,1.6242
0.2490,1.6242
0.2495,1.6242
0.2501,1.6292
0.2506,1.6242
0.2511,1.6141
0.2516,1.6191
0.2522,1.6242
0.2527,1.6191
0.2532,1.6191
0.2537,1.6242
0.2543,1.6242
0.2548,1.6292
0.2553,1.6191
0.2558,1.6141
0.2563,1.6242
0.2569,1.6242
0.2574,1.6242
0.2579,1.6242
0.2584,1.6242
0.2590,1.6242
0.2595,1.6191
0.2600,1.6242
0.2605,1.6242
0.2611,1.6242
0.2616,1.6292
0.2621,1.6191
0.2626,1.6191
0.2632,1.6242
0.2637,1.6191
0.2642,1.6191
0.2647,1.6242
0.2652,1.6242
0.2658,1.6141
0.2663,1.6191
0.2668,1.6191
0.2673,1.6242
0.2679,1.6242
0.2684,1.6191
0.2689,1.6191
0.2694,1.6191
0.2700,1.6191
0.2705,1.6141
0.2710,1.6242
0.2715,1.6242
0.2720,1.6191
0.2726,1.6191
0.2731,1.6242
0.2736,1.6141
0.2741,1.6242
0.2747,1.6242
0.2752,1.6191
0.2757,1.6191
0.2762,1.6141
0.2768,1.6242
0.2773,1.6191
0.2778,1.6242
0.2783,1.6242
0.2789,1.6242
0.2794,1.6242
0.2799,1.6242
0.2804,1.6242
0.2810,1.6191
0.2815,1.6242
0.2820,1.6242
0.2825,1.6242
0.2831,1.6242
0.2836,1.6191
